iter	MAPE
235	0.03142372876
236	0.03136929638
237	0.0312871022
238	0.03118723906
239	0.03106012394
240	0.03097256687
241	0.03087963439
242	0.03074697482
243	0.03058643616
244	0.03051045925
245	0.03047957852
246	0.03036088924
247	0.03013813117
248	0.02999687473
249	0.02997404992
250	0.02996536519
251	0.02994106142
252	0.02992366516
253	0.02988547202
254	0.02982461816
255	0.02979184757
256	0.02960447174
257	0.02952262455
258	0.02947349157
259	0.02943211558
260	0.02927649078
261	0.02922887945
262	0.02920658091
263	0.02919649268
264	0.02917158216
265	0.02910235533
266	0.02905925288
267	0.02903707173
268	0.02900551087
269	0.02898173903
270	0.02892060756
271	0.02890007938
272	0.02884851096
273	0.02878099663
274	0.02877422301
275	0.02874313451
276	0.02869610723
277	0.02866965776
278	0.02865495382
279	0.02864500778
280	0.02863537342
281	0.02861569925
282	0.0285626332
283	0.02852961954
284	0.02840683896
285	0.02834460726
286	0.02824708099
287	0.0281867764
288	0.02814648104
289	0.02812060331
290	0.02806058738
291	0.02792952119
292	0.02782200585
293	0.02775048282
294	0.02770954182
295	0.02760645899
296	0.02754627025
297	0.02752231997
298	0.02744625667
299	0.02736929155
300	0.02736716712
301	0.02731793883
302	0.02728452913
303	0.02723960765
304	0.02718130347
305	0.02711232773
306	0.02707149183
307	0.02688855941
308	0.02677669204
309	0.02670235767
310	0.02668986494
311	0.02667710776
312	0.02664992357
313	0.02660547978
314	0.02656450302
315	0.02652645307
316	0.02651052734
317	0.02648797953
318	0.0263919673
319	0.02626058197
320	0.02625216284
321	0.02615608313
322	0.02610210071
323	0.02608915332
324	0.02607491881
325	0.02606792573
326	0.02605570264
327	0.02600881099
328	0.02595998558
329	0.02594054498
330	0.0258850187
331	0.02577720058
332	0.02574827131
333	0.02572212505
334	0.02571827527
335	0.02570509466
336	0.02570132982
337	0.02570154905
338	0.02570046719
339	0.02566129079
340	0.02559260154
341	0.02557280531
342	0.02553196909
343	0.02545196271
344	0.0254393582
345	0.02537814962
346	0.02524963412
347	0.02524798426
348	0.02519019617
349	0.02518525476
350	0.02514802658
351	0.02509062974
352	0.02488972417
353	0.02483886999
354	0.02480041973
355	0.02468071271
356	0.02458475422
357	0.0245795954
358	0.02455121888
359	0.02451557667
360	0.02444882266
361	0.02443390389
362	0.02442715016
363	0.0243999423
364	0.02430212143
365	0.0243013045
366	0.02427539959
367	0.02425040969
368	0.024224444
369	0.02420094854
370	0.02408282286
371	0.02397861432
372	0.02397394162
373	0.02395350772
374	0.02395013106
375	0.0239405536
376	0.02394920954
377	0.02394874291
378	0.02389710026
379	0.02382616687
380	0.02381422525
381	0.02379375131
382	0.02374310916
383	0.02374038951
384	0.02370913091
385	0.02366433176
386	0.02357130101
387	0.02353739368
388	0.0235308873
389	0.02345942554
390	0.02343855762
391	0.02341148498
392	0.02340473674
393	0.02339739184
394	0.02338297791
395	0.02337523824
396	0.02332815135
397	0.02330238656
398	0.02321545576
399	0.02320759937
400	0.02317791617
401	0.02316422501
402	0.02314550229
403	0.02313961362
404	0.02313473204
405	0.02309189325
406	0.02308508904
407	0.02304083886
408	0.02302342257
409	0.02299554824
410	0.02299207551
411	0.02298227047
412	0.02297365398
413	0.02293031614
414	0.02292359494
415	0.02280346658
416	0.02270373402
417	0.02268649855
418	0.02267323801
419	0.02264161559
420	0.0226285252
421	0.0226047353
422	0.02251757251
423	0.02246504397
424	0.0224553265
425	0.02234179462
426	0.02231677495
427	0.02227397998
428	0.02221331661
429	0.0222000041
430	0.0221949733
431	0.02219237473
432	0.02218833413
433	0.02211898296
434	0.02208491629
435	0.02206199829
436	0.02205293219
437	0.02198392007
438	0.02186130862
439	0.02184798254
440	0.02177979424
441	0.02175601816
442	0.02172594025
443	0.02157356819
444	0.02157012962
445	0.0215661797
446	0.02154359517
447	0.0214528861
448	0.02136981141
449	0.02135107525
450	0.02133527184
451	0.02121812446
452	0.0211848044
453	0.02108100561
454	0.02106649669
455	0.02104386068
456	0.02103258363
457	0.02102501589
458	0.02098184772
459	0.02094342183
460	0.02092879423
461	0.02090567277
462	0.02088229272
463	0.02085759307
464	0.02084480936
465	0.02079787747
466	0.02075879854
467	0.02073351519
468	0.02073243517
469	0.02072734702
470	0.02071921738
471	0.02069924893
472	0.02069254844
473	0.02067407334
474	0.02065554283
475	0.02062309105
476	0.0205267929
477	0.02050917068
478	0.02049896162
479	0.0204857467
480	0.02047014484
481	0.02046908514
482	0.02044892566
483	0.02042274581
484	0.02040946181
485	0.02039625568
486	0.02037488311
487	0.02037048074
488	0.02036846686
489	0.02028615078
490	0.02025937075
491	0.02025685652
492	0.02022696016
493	0.020178547
494	0.02016768071
495	0.02015660279
496	0.02013129081
497	0.0201213305
498	0.02011721083
499	0.02010654838
500	0.0201031375
501	0.02009290471
502	0.02002798567
503	0.02000418814
504	0.019984086
505	0.01996442737
506	0.01992510455
507	0.01991636367
508	0.01991030476
509	0.01989446993
510	0.01988280662
511	0.01986717298
512	0.01983762548
513	0.01981602079
514	0.01980001534
515	0.01978063062
516	0.01975410059
517	0.01974616867
518	0.01972063536
519	0.01969798457
520	0.01965764159
521	0.01961314345
522	0.01960549643
523	0.0195003615
524	0.01949621864
525	0.01949373387
526	0.01949123057
527	0.01947772143
528	0.01947505032
529	0.01946394094
530	0.01939097519
531	0.01938915603
532	0.01935892234
533	0.01932602986
534	0.01929662236
535	0.01926437661
536	0.01925113781
537	0.01919228216
538	0.0191820899
539	0.01916668945
540	0.01916083697
541	0.01915702649
542	0.01911265194
543	0.01908336832
544	0.01907224544
545	0.01903623855
546	0.01902927221
547	0.01902152158
548	0.01900583997
549	0.01900549313
550	0.01900183778
551	0.01900026782
552	0.01899862849
553	0.01897182454
554	0.01895955656
555	0.01895927303
556	0.01894015922
557	0.0189314075
558	0.0189284333
559	0.01892867023
560	0.01892232464
561	0.01892416918
562	0.01888515788
563	0.0188614182
564	0.01883731544
565	0.01882722
566	0.01880676949
567	0.01880088209
568	0.01877482593
569	0.01877239738
570	0.0187334319
571	0.01869030207
572	0.01868447342
573	0.01865374525
574	0.01864655463
575	0.01864529114
576	0.01864492279
577	0.01863945406
578	0.01863867798
579	0.01863825957
580	0.01861950469
581	0.01860344702
582	0.01857731989
583	0.01856806172
584	0.01855617282
585	0.01854927553
586	0.01852779619
587	0.01852050143
588	0.0185138744
589	0.01848912642
590	0.01844495551
591	0.01842814645
592	0.01841877771
593	0.01836647987
594	0.01835071111
595	0.01835025549
596	0.01834179184
597	0.01833526457
598	0.01833373935
599	0.01832727612
600	0.01830908075
601	0.01830610774
602	0.01827175122
603	0.0182650721
604	0.01826466544
605	0.01825043955
606	0.01817596854
607	0.01816793067
608	0.01816633428
609	0.018156801
610	0.01813050635
611	0.01812611398
612	0.01810735937
613	0.0181060319
614	0.01810446402
615	0.01810001502
616	0.01809726206
617	0.0180787953
618	0.018078663
619	0.01807294222
620	0.01807154494
621	0.01805226222
622	0.01805137756
623	0.01804145062
624	0.01804047503
625	0.01801442202
626	0.01799718962
627	0.01797104487
628	0.01794700621
629	0.01794480115
630	0.01794346986
631	0.01794286229
632	0.01793772477
633	0.01793556011
634	0.01793480206
635	0.0179332817
636	0.01791090524
637	0.01791063948
638	0.0179087514
639	0.01790831305
640	0.01790840126
641	0.01790833002
642	0.01788743701
643	0.01787470777
644	0.01786278665
645	0.0178557733
646	0.01785440077
647	0.01783842466
648	0.01783303277
649	0.01782146893
650	0.01781790469
651	0.01777898177
652	0.01777027999
653	0.01776957126
654	0.01775541844
655	0.01775481175
656	0.01774016415
657	0.0177319016
658	0.01773163561
659	0.01773064756
660	0.01772669926
661	0.01771808945
662	0.01771632412
663	0.01771556449
664	0.01771460961
665	0.01771322135
666	0.01770089917
667	0.01769194033
668	0.0176914292
669	0.01769105682
670	0.01769030316
671	0.01767654198
672	0.01767640479
673	0.0176694281
674	0.01766815623
675	0.01763599271
676	0.01757881876
677	0.01757145104
678	0.01755285412
679	0.01754954711
680	0.01752077716
681	0.01751366308
682	0.01751235768
683	0.01750199444
684	0.01749877781
685	0.01749772059
686	0.01749729256
687	0.01749687702
688	0.01748284145
689	0.01748248541
690	0.01745374466
691	0.01744563641
692	0.01744445299
693	0.01744412772
694	0.01740248982
695	0.01738637645
696	0.017355681
697	0.01731550475
698	0.01731471325
699	0.01730936202
700	0.01730692927
701	0.01730548461
702	0.01728056906
703	0.01726474394
704	0.01726417988
705	0.01725291922
706	0.01725247792
707	0.01724067396
708	0.01724058748
709	0.01723667976
710	0.0172176017
711	0.01721669847
712	0.01720431701
713	0.01719358563
714	0.01719306168
715	0.01718189999
716	0.01717166569
717	0.01717053172
718	0.01716863215
719	0.01716500088
720	0.01716329266
721	0.01716067169
722	0.01715096265
723	0.01715012863
724	0.01714297197
725	0.01714199229
726	0.01714027571
727	0.01713119576
728	0.01713079892
729	0.01712939966
730	0.01711687836
731	0.01708296852
732	0.01708157157
733	0.017077771
734	0.01706916777
735	0.01704447882
736	0.01703730736
737	0.01703705344
738	0.017016409
739	0.01700677273
740	0.01700092419
741	0.0170006373
742	0.01699711727
743	0.01698895025
744	0.01698453827
745	0.01698303485
746	0.01698183782
747	0.01698098474
748	0.01698012959
749	0.01697803281
750	0.01697515735
751	0.01696980074
752	0.01695598912
753	0.01695456464
754	0.0169544538
755	0.01693147492
756	0.01692605287
757	0.01692575382
758	0.01692289545
759	0.01692276616
760	0.01692170449
761	0.01692040261
762	0.01691923098
763	0.01688698744
764	0.01688050927
765	0.01687585904
766	0.01687021388
767	0.01686557493
768	0.01686176039
769	0.01685805546
770	0.0168570235
771	0.01685657773
772	0.01685656013
773	0.0168367031
774	0.01682057159
775	0.01681971402
776	0.01681950695
777	0.01681908881
778	0.01681432609
779	0.01680493432
780	0.01680373996
781	0.01679568921
782	0.01678675569
783	0.01678409863
784	0.01678319651
785	0.01677440133
786	0.01676046977
787	0.01675830283
788	0.01675814184
789	0.01675418363
790	0.01675196871
791	0.01675140321
792	0.01675110764
793	0.01674522106
794	0.01674190184
795	0.01673275242
796	0.01672256598
797	0.01671999445
798	0.0167113753
799	0.01671018535
800	0.01670491214
801	0.01667612857
802	0.0166651816
803	0.01665294024
804	0.01663595177
805	0.01663261091
806	0.01662094969
807	0.01661687407
808	0.01658667237
809	0.01654886608
810	0.01652200467
811	0.0164813503
812	0.01648008479
813	0.01646748172
814	0.01646714171
815	0.01646695452
816	0.01646179921
817	0.01642865703
818	0.01642831666
819	0.01642201372
820	0.01641901697
821	0.01641109939
822	0.01640265117
823	0.01639402557
824	0.0163743979
825	0.01636288745
826	0.01634828963
827	0.0163478055
828	0.01634743932
829	0.01634142066
830	0.01633811139
831	0.016332713
832	0.01632565442
833	0.01632522582
834	0.01630330243
835	0.01630081436
836	0.01629291227
837	0.01629099795
838	0.01629052562
839	0.01627699888
840	0.01626201121
841	0.01625511552
842	0.01623868902
843	0.01622700569
844	0.01622049616
845	0.01620573859
846	0.01618778458
847	0.01618510888
848	0.01617756771
849	0.01617726122
850	0.01615275472
851	0.01614765757
852	0.01614741929
853	0.0161467464
854	0.01610362221
855	0.01609847659
856	0.01609012484
857	0.01608947019
858	0.01606326316
859	0.01606249833
860	0.01604941212
861	0.01603971014
862	0.01603891055
863	0.01603570947
864	0.01600449621
865	0.01600333118
866	0.01600143471
867	0.01599962536
868	0.01598395666
869	0.01598266526
870	0.01598212929
871	0.0159816232
872	0.0159786533
873	0.01597682808
874	0.01597172393
875	0.01597027592
876	0.01597017579
877	0.0159681265
878	0.01596087234
879	0.0159531982
880	0.01595013714
881	0.01594944652
882	0.0159483949
883	0.01593931069
884	0.01592451487
885	0.01590859462
886	0.01590729174
887	0.01590708365
888	0.01587774315
889	0.01587393599
890	0.01586762823
891	0.01586576473
892	0.01586492017
893	0.01586010281
894	0.01584600655
895	0.01584562742
896	0.01582740388
897	0.01581106524
898	0.01581069746
899	0.01580110405
900	0.01580076943
901	0.01579976132
902	0.01579959316
903	0.01577563079
904	0.01577207407
905	0.01577107521
906	0.01577073155
907	0.01576464148
908	0.01574937146
909	0.01574205484
910	0.01573966547
911	0.01569196594
912	0.01565469552
913	0.01564906712
914	0.01564811193
915	0.01564803435
916	0.01564795607
917	0.01564771871
918	0.01564437252
919	0.01564400608
920	0.01563066269
921	0.01562526853
922	0.01562496381
923	0.01562318616
924	0.01562222815
925	0.01560553185
926	0.01560112138
927	0.01560101376
928	0.01560077074
929	0.01559998085
930	0.01559982355
931	0.01559668662
932	0.01559476709
933	0.01559055172
934	0.01558993835
935	0.01557292042
936	0.01556969276
937	0.01556969571
938	0.01556941037
939	0.01556649982
940	0.01556376252
941	0.01555093055
942	0.0155393838
943	0.0155242535
944	0.01549397436
945	0.01549317865
946	0.01549092789
947	0.01548428978
948	0.01547485381
949	0.01547458366
950	0.0154731466
951	0.01547202581
952	0.01546998771
953	0.01546951238
954	0.0154681076
955	0.0154678659
956	0.0154673193
957	0.01546511964
958	0.01546453496
959	0.01546426636
960	0.01545791357
961	0.01545625236
962	0.01545576664
963	0.01542650992
964	0.01542622417
965	0.01542408694
966	0.01542366721
967	0.01541518542
968	0.01541398301
969	0.01541309166
970	0.01540276155
971	0.01540024813
972	0.01539987592
973	0.01539936099
974	0.01539908852
975	0.01539885224
976	0.01538820971
977	0.01538484703
978	0.01537399616
979	0.01536019059
980	0.01536003712
981	0.01535872357
982	0.01530211216
983	0.0152268109
984	0.01522169956
985	0.01522103276
986	0.01520104954
987	0.01519734304
988	0.01519719412
989	0.0151952303
990	0.01519425976
991	0.01518947138
992	0.0151892379
993	0.01517735533
994	0.01516974047
995	0.01516942191
996	0.01516902066
997	0.01516838048
998	0.01516448079
999	0.01516364026
1000	0.01516330163
1001	0.0151590692
1002	0.01515075791
1003	0.01514668712
1004	0.01514645846
1005	0.01514502537
1006	0.01514128602
1007	0.01514005701
1008	0.01513822563
1009	0.01513774438
1010	0.01513561588
1011	0.01513525092
1012	0.01513502883
1013	0.01513468946
1014	0.01512525609
1015	0.01511957863
1016	0.01511804377
1017	0.01510607562
1018	0.01510591454
1019	0.01510431194
1020	0.01509862837
1021	0.01509731026
1022	0.01505841734
1023	0.01505709734
1024	0.01505485465
1025	0.01505442445
1026	0.01505416438
1027	0.01505400927
1028	0.01505268223
1029	0.01504601169
1030	0.0150430095
1031	0.01504083003
1032	0.01504048988
1033	0.01503998346
1034	0.01503965367
1035	0.01503938722
1036	0.01503539118
1037	0.01501274032
1038	0.01501002265
1039	0.01500964656
1040	0.01498925174
1041	0.01498892782
1042	0.0149797018
1043	0.01497883549
1044	0.014976208
1045	0.01497589191
1046	0.01497463508
1047	0.01497279864
1048	0.01497224514
1049	0.01496473383
1050	0.01496459767
1051	0.01496430017
1052	0.01495035037
1053	0.01492297726
1054	0.01490991893
1055	0.0148886707
1056	0.01487977066
1057	0.01487617258
1058	0.01486792927
1059	0.01486573646
1060	0.01485539962
1061	0.01485150723
1062	0.01484535397
1063	0.01484494364
1064	0.01483025888
1065	0.01482912386
1066	0.01482386548
1067	0.01482292378
1068	0.01482235641
1069	0.01482202067
1070	0.01482055018
1071	0.01481700412
1072	0.01481510294
1073	0.01481465303
1074	0.01481394009
1075	0.01479447034
1076	0.01476562115
1077	0.01476547758
1078	0.01476427051
1079	0.01476332227
1080	0.01476303911
1081	0.0147628305
1082	0.01476143446
1083	0.01476111793
1084	0.01475639644
1085	0.01475615874
1086	0.01475540668
1087	0.01475255675
1088	0.0147398085
1089	0.01473898159
1090	0.01473874384
1091	0.01472630734
1092	0.0147259388
1093	0.01470664876
1094	0.0147034339
1095	0.01469988525
1096	0.01469953485
1097	0.01469720256
1098	0.01469694413
1099	0.01469685218
1100	0.01469653148
1101	0.01469596778
1102	0.01469536166
1103	0.01469372514
1104	0.01469156799
1105	0.01468898827
1106	0.01468734077
1107	0.01467347143
1108	0.01467283392
1109	0.01467152934
1110	0.01466596276
1111	0.01466519762
1112	0.01466023921
1113	0.0146604149
1114	0.01464451223
1115	0.01464248609
1116	0.01463685311
1117	0.01463691277
1118	0.01463561215
1119	0.01462552528
1120	0.01462066768
1121	0.01461936469
1122	0.01461925542
1123	0.01461087236
1124	0.01460800112
1125	0.01460648127
1126	0.01460625065
1127	0.01460542085
1128	0.01460349144
1129	0.01460304564
1130	0.01458714357
1131	0.01458298656
1132	0.01457997387
1133	0.01457982651
1134	0.01454582851
1135	0.01454531869
1136	0.01453721961
1137	0.01453664791
1138	0.01453513597
1139	0.01453460985
1140	0.01449931856
1141	0.01449556729
1142	0.01449110292
1143	0.01449080394
1144	0.01448573366
1145	0.01448486483
1146	0.01448216541
1147	0.01448166074
1148	0.01448129359
1149	0.01448094096
1150	0.01448028227
1151	0.01447484191
1152	0.01447246438
1153	0.01446972687
1154	0.01446897343
1155	0.01446683559
1156	0.0144637726
1157	0.0144571636
1158	0.01442353964
1159	0.01442319385
1160	0.0144210667
1161	0.01441750917
1162	0.01440819695
1163	0.01437097623
1164	0.01432444369
1165	0.01430146531
1166	0.0142903159
1167	0.01428138022
1168	0.01428068601
1169	0.0142804139
1170	0.0142803238
1171	0.01425350212
1172	0.01425304514
1173	0.01425293459
1174	0.01425211255
1175	0.01425164177
1176	0.0142515022
1177	0.01425137341
1178	0.01422766855
1179	0.01422763303
1180	0.01422656545
1181	0.01422651312
1182	0.01422590244
1183	0.0142248565
1184	0.0142247137
1185	0.01422420697
1186	0.01422337623
1187	0.01420233615
1188	0.01420204117
1189	0.0142006627
1190	0.01415749928
1191	0.01414811506
1192	0.01414523138
1193	0.01414489678
1194	0.01414194304
1195	0.01413737128
1196	0.01413723704
1197	0.01413599234
1198	0.01413589035
1199	0.01412235174
1200	0.01411821314
1201	0.01411796927
1202	0.01409462459
1203	0.01409403876
1204	0.01408849169
1205	0.01408032023
1206	0.01408002019
1207	0.01407994914
1208	0.01407484639
1209	0.01406914661
1210	0.01406883553
1211	0.01406026771
1212	0.01405954777
1213	0.01405945169
1214	0.01405897532
1215	0.01405857054
1216	0.01405818525
1217	0.01404914884
1218	0.0140491756
1219	0.0140490312
1220	0.01404899714
1221	0.01404864718
1222	0.01404604828
1223	0.01404598593
1224	0.01404594635
1225	0.01403101466
1226	0.01403003506
1227	0.01402857583
1228	0.01402452207
1229	0.01401807394
1230	0.01401732014
1231	0.01401702103
1232	0.01401668279
1233	0.01401579996
1234	0.01401161795
1235	0.01401127633
1236	0.01401010432
1237	0.01400727887
1238	0.01396157955
1239	0.01395969411
1240	0.01395940717
1241	0.01395788477
1242	0.01395725013
1243	0.01395634562
1244	0.01395632685
1245	0.01394855894
1246	0.01394464968
1247	0.01394086044
1248	0.01394042607
1249	0.01393995937
1250	0.01393961017
1251	0.01393923946
1252	0.01393913269
1253	0.01393588161
1254	0.01393583138
1255	0.01393577969
1256	0.01393518483
1257	0.01393430307
1258	0.01392982652
1259	0.01392239124
1260	0.01387784277
1261	0.01386336892
1262	0.01386221077
1263	0.01385928551
1264	0.01385813422
1265	0.01384836033
1266	0.01384794214
1267	0.01384778816
1268	0.01384740082
1269	0.01384714271
1270	0.01384681422
1271	0.01382486679
1272	0.01382401811
1273	0.01382085459
1274	0.01380986472
1275	0.01380978299
1276	0.01380983091
1277	0.0138083336
1278	0.01380805874
1279	0.01379722071
1280	0.0137968975
1281	0.01379672245
1282	0.01376674505
1283	0.01376633522
1284	0.01376605837
1285	0.01376507137
1286	0.0137592015
1287	0.01375874577
1288	0.01375872177
1289	0.01375830038
1290	0.01375736499
1291	0.01375724642
1292	0.01375692147
1293	0.01375688039
1294	0.01375681612
1295	0.01375677769
1296	0.01375647099
1297	0.01375649801
1298	0.01375631133
1299	0.01375607715
1300	0.01375589231
1301	0.01375556373
1302	0.01375543481
1303	0.01375535865
1304	0.01375397902
1305	0.01375392794
1306	0.01375368385
1307	0.01375309906
1308	0.01375254651
1309	0.01375226748
1310	0.01375224329
1311	0.01373984812
1312	0.013737819
1313	0.01373770853
1314	0.01373731779
1315	0.0137372413
1316	0.01372036512
1317	0.01368688536
1318	0.01368677384
1319	0.01368663421
1320	0.01368557663
1321	0.01368535981
1322	0.01367281881
1323	0.01367269589
1324	0.0136725571
1325	0.0136444595
1326	0.01364435963
1327	0.01364352969
1328	0.01363727118
1329	0.01363619483
1330	0.01363600038
1331	0.01363591885
1332	0.0136299018
1333	0.01363108828
1334	0.01363072102
1335	0.01363039433
1336	0.01362586565
1337	0.01361701449
1338	0.01359636629
1339	0.01359619341
1340	0.01359589543
1341	0.01359578193
1342	0.0135843531
1343	0.0135750622
1344	0.01354427392
1345	0.01354045487
1346	0.0135403065
1347	0.01353524498
1348	0.01353375403
1349	0.013526791
1350	0.01352575043
1351	0.01352485524
1352	0.01352385283
1353	0.01352046198
1354	0.01351989132
1355	0.01351874437
1356	0.01351707513
1357	0.01351382024
1358	0.01350287047
1359	0.01340150758
1360	0.01339771942
1361	0.01338288866
1362	0.01338259222
1363	0.01338199467
1364	0.01338173161
1365	0.01338162204
1366	0.01337785545
1367	0.01337009476
1368	0.01334491757
1369	0.01334237771
1370	0.01333713208
1371	0.01332459113
1372	0.01332423326
1373	0.01332331515
1374	0.01332317889
1375	0.01332298401
1376	0.0133224973
1377	0.01332233555
1378	0.01332223089
1379	0.01332085076
1380	0.01332073913
1381	0.01330549407
1382	0.01330473569
1383	0.01330018634
1384	0.01329992334
1385	0.01329963186
1386	0.01329925342
1387	0.01328271731
1388	0.01328199949
1389	0.01328078983
1390	0.01327510697
1391	0.01327494121
1392	0.01327455447
1393	0.01327038612
1394	0.01326692523
1395	0.01326112377
1396	0.01325788156
1397	0.01325768905
1398	0.01325745079
1399	0.01325742646
1400	0.01325699428
1401	0.01325699938
1402	0.01325633772
1403	0.01325307692
1404	0.01325294903
1405	0.0132488743
1406	0.01321935983
1407	0.0132193093
1408	0.0132192366
1409	0.01321903262
1410	0.01321682486
1411	0.01321673696
1412	0.01317769689
1413	0.01317279826
1414	0.01317207766
1415	0.01317181933
1416	0.01316990332
1417	0.0131669328
1418	0.01316659968
1419	0.01316621983
1420	0.0131661647
1421	0.01316550775
1422	0.01316009014
1423	0.01315824702
1424	0.01314712668
1425	0.01313376208
1426	0.01313254053
1427	0.0131047921
1428	0.01310351859
1429	0.01309961517
1430	0.01308730921
1431	0.01308498565
1432	0.01308260076
1433	0.01307614363
1434	0.01307545344
1435	0.0130733892
1436	0.01303992036
1437	0.01303904456
1438	0.01303847203
1439	0.01303772343
1440	0.01303732828
1441	0.0130358234
1442	0.01301312107
1443	0.01301022218
1444	0.01300621246
1445	0.01300309966
1446	0.01300294263
1447	0.01300284377
1448	0.01299710646
1449	0.01299672999
1450	0.0129964302
1451	0.01299181467
1452	0.01299003586
1453	0.01298964836
1454	0.0129893311
1455	0.01298895049
1456	0.01298869186
1457	0.01298823699
1458	0.01298799273
1459	0.01297847459
1460	0.01297851733
1461	0.01297823676
1462	0.01297779721
1463	0.01297721621
1464	0.01297554558
1465	0.01297460625
1466	0.01297170998
1467	0.01296669065
1468	0.01296633537
1469	0.01296616491
1470	0.01296379689
1471	0.01295345361
1472	0.01294949459
1473	0.01294856322
1474	0.01294826581
1475	0.01294796433
1476	0.01294771234
1477	0.01294662147
1478	0.01294464094
1479	0.01294448657
1480	0.01294197117
1481	0.01292849862
1482	0.01292811331
1483	0.01292723417
1484	0.0129271509
1485	0.01292641508
1486	0.01291089898
1487	0.01291074804
1488	0.01291004621
1489	0.01290991896
1490	0.01290985994
1491	0.01290971019
1492	0.01290968279
1493	0.01290361596
1494	0.01290362334
1495	0.01290320645
1496	0.01290055109
1497	0.01290045469
1498	0.01290002107
1499	0.01289984834
