,age,gender,height,weight,activity_level,goal,protein,fats,carbohydrates,daily_dose
44,21,male,160,53,veryhigh,slightloss,101.8875,90.56666666666666,373.58750000000003,2717.0
45,42,male,155,88,low,weightmaintenance,84.755859375,75.33854166666667,310.771484375,2260.15625
46,31,male,174,66,low,slightloss,82.37109375,73.21875,302.02734375,2196.5625
47,26,female,150,60,low,moderategain,64.27265625,57.131249999999994,235.66640625000002,1713.9375
48,43,male,174,51,minimal,extremegain,62.4375,55.5,228.93750000000003,1665.0
49,19,male,151,72,minimal,moderategain,70.81875,62.949999999999996,259.66875000000005,1888.5
50,37,male,181,99,veryhigh,moderateloss,138.3140625,122.94583333333334,507.15156250000007,3688.375
51,45,female,162,71,medium,moderateloss,77.68406250000001,69.05250000000001,284.84156250000007,2071.5750000000003
52,64,female,182,75,low,extremegain,72.52265625,64.46458333333334,265.91640625,1933.9375
53,24,male,181,61,high,extremeloss,105.198046875,93.509375,385.72617187500003,2805.28125
54,61,female,173,81,low,slightgain,73.489453125,65.32395833333334,269.461328125,1959.71875
55,25,male,176,58,veryhigh,extremeloss,111.14999999999999,98.8,407.55,2964.0
56,64,female,153,92,minimal,weightmaintenance,62.786249999999995,55.809999999999995,230.21625,1674.3
57,52,male,173,54,veryhigh,slightloss,97.34531249999999,86.52916666666665,356.9328125,2595.875
58,31,female,172,75,veryhigh,extremegain,107.51625,95.57,394.22625,2867.1
59,34,female,178,56,veryhigh,extremeloss,95.581875,84.96166666666666,350.466875,2548.85
60,53,female,183,78,high,slightloss,96.885703125,86.120625,355.247578125,2583.61875
61,57,male,170,82,high,extremeloss,103.66171874999999,92.14375,380.09296875,2764.3125
62,21,male,179,73,low,slightloss,90.169921875,80.15104166666667,330.623046875,2404.53125
63,19,male,175,74,minimal,extremeloss,78.46875,69.75,287.71875,2092.5
64,23,female,169,80,veryhigh,moderategain,112.5928125,100.0825,412.84031250000004,3002.475
65,59,female,165,78,medium,moderategain,78.77390625000001,70.02125000000001,288.83765625000007,2100.6375000000003
66,21,male,152,54,low,moderategain,71.671875,63.708333333333336,262.796875,1911.25
67,46,female,198,87,low,extremegain,88.50703125,78.67291666666667,324.52578125,2360.1875
68,35,male,186,94,veryhigh,moderateloss,137.69062499999998,122.39166666666665,504.865625,3671.75
69,43,male,189,60,low,extremegain,81.017578125,72.015625,297.064453125,2160.46875
70,61,male,193,81,veryhigh,extremegain,122.28281249999999,108.69583333333333,448.3703125,3260.875
71,51,male,174,57,low,weightmaintenance,72.57421875,64.51041666666667,266.10546875,1935.3125
72,27,female,172,69,minimal,extremeloss,66.10499999999999,58.75999999999999,242.38500000000002,1762.8
73,53,female,193,83,low,moderateloss,83.028515625,73.803125,304.437890625,2214.09375
74,31,female,150,96,low,extremegain,81.54609375,72.48541666666667,299.00234375,2174.5625
75,48,male,182,91,medium,extremegain,105.3515625,93.64583333333333,386.28906250000006,2809.375
76,32,female,164,57,minimal,slightgain,57.33,50.96,210.21,1528.8
77,25,male,166,51,minimal,extremeloss,64.2375,57.099999999999994,235.53750000000002,1713.0
78,31,male,183,70,minimal,slightloss,76.21875,67.75,279.46875,2032.5
79,40,male,166,64,low,weightmaintenance,76.44140625,67.94791666666667,280.28515625,2038.4375
80,57,male,190,55,high,moderateloss,94.28203125,83.80625,345.70078125000003,2514.1875
81,38,male,193,54,low,moderateloss,80.501953125,71.55729166666667,295.173828125,2146.71875
82,33,male,153,52,veryhigh,weightmaintenance,93.78281249999999,83.3625,343.8703125,2500.875
83,62,female,162,92,medium,extremeloss,84.94968750000001,75.51083333333334,311.48218750000007,2265.3250000000003
84,35,female,153,92,minimal,slightloss,69.31125,61.61,254.14125,1848.3
85,64,female,156,65,veryhigh,slightgain,81.50999999999999,72.45333333333332,298.87,2173.6
86,41,female,195,84,veryhigh,extremeloss,120.6084375,107.2075,442.23093750000004,3216.225
87,43,male,158,58,high,weightmaintenance,87.81328125,78.05625,321.98203125000003,2341.6875
88,42,male,172,84,minimal,extremeloss,76.95,68.4,282.15000000000003,2052.0
89,62,female,182,68,low,extremegain,69.42890625,61.71458333333333,254.57265625000002,1851.4375
90,58,female,182,92,minimal,extremeloss,72.29249999999999,64.25999999999999,265.0725,1927.8
91,46,female,169,95,medium,weightmaintenance,93.88640625000001,83.45458333333335,344.2501562500001,2503.6375000000003
92,32,female,153,83,minimal,weightmaintenance,65.93625,58.61,241.76625,1758.3
93,62,female,150,88,veryhigh,slightgain,95.938125,85.27833333333334,351.773125,2558.35
94,18,female,191,59,veryhigh,weightmaintenance,109.20843749999999,97.07416666666666,400.4309375,2912.225
95,42,female,183,59,low,weightmaintenance,70.266796875,62.459374999999994,257.644921875,1873.78125
96,24,female,176,69,low,weightmaintenance,77.8078125,69.1625,285.2953125,2074.875
97,26,male,170,50,low,extremegain,74.12109375,65.88541666666667,271.77734375,1976.5625
98,41,male,173,55,medium,extremegain,83.19140625,73.94791666666667,305.03515625,2218.4375
99,18,male,164,95,minimal,extremegain,85.05,75.6,311.85,2268.0
100,61,male,184,51,high,moderateloss,87.975,78.19999999999999,322.57500000000005,2346.0
101,25,female,174,87,minimal,weightmaintenance,75.2175,66.86,275.7975,2005.8
102,41,male,158,82,low,weightmaintenance,82.88671875,73.67708333333333,303.91796875,2210.3125
103,28,female,166,52,medium,weightmaintenance,73.0340625,64.91916666666667,267.79156250000005,1947.575
104,34,male,170,85,minimal,slightgain,78.6375,69.9,288.33750000000003,2097.0
105,25,female,162,62,veryhigh,extremegain,95.938125,85.27833333333334,351.773125,2558.35
106,52,female,152,84,minimal,extremeloss,61.605,54.76,225.88500000000002,1642.8
107,52,male,153,64,veryhigh,extremegain,95.56406249999999,84.94583333333333,350.4015625,2548.375
108,50,male,153,94,minimal,weightmaintenance,74.30624999999999,66.05,272.45625,1981.5
109,22,female,192,71,minimal,weightmaintenance,73.755,65.56,270.435,1966.8
110,59,female,177,92,minimal,slightgain,70.66125,62.809999999999995,259.09125,1884.3
111,56,female,156,53,low,extremeloss,54.8625,48.766666666666666,201.16250000000002,1463.0
112,58,male,175,66,veryhigh,slightgain,104.6484375,93.02083333333333,383.71093750000006,2790.625
113,45,male,160,54,medium,moderategain,76.725,68.19999999999999,281.32500000000005,2046.0
114,24,female,173,70,high,slightloss,97.047421875,86.264375,355.84054687500003,2587.93125
115,26,male,192,73,veryhigh,slightloss,128.60625,114.31666666666666,471.55625000000003,3429.5
116,25,female,159,80,low,slightloss,77.743359375,69.10520833333334,285.058984375,2073.15625
117,29,male,186,89,veryhigh,weightmaintenance,136.265625,121.125,499.64062500000006,3633.75
118,51,male,162,79,medium,slightgain,90.2390625,80.2125,330.87656250000003,2406.375
119,50,male,193,91,veryhigh,weightmaintenance,133.3265625,118.51249999999999,488.86406250000005,3555.375
120,40,male,191,56,low,slightloss,80.373046875,71.44270833333333,294.701171875,2143.28125
121,41,male,188,98,low,extremeloss,100.8046875,89.60416666666667,369.61718750000006,2688.125
122,54,female,168,56,high,extremeloss,76.2665625,67.7925,279.6440625,2033.775
123,52,female,168,76,medium,moderategain,80.73562500000001,71.76500000000001,296.03062500000004,2152.9500000000003
124,61,male,161,73,high,slightgain,92.907421875,82.584375,340.660546875,2477.53125
125,57,female,171,68,minimal,moderategain,58.623749999999994,52.10999999999999,214.95375,1563.3
126,39,female,196,90,low,extremegain,91.2140625,81.07916666666667,334.4515625,2432.375
127,44,male,186,83,high,extremeloss,114.98203124999999,102.20625,421.60078125,3066.1875
128,52,female,179,71,low,slightloss,72.587109375,64.521875,266.152734375,1935.65625
129,18,male,195,76,low,moderategain,97.646484375,86.796875,358.03710937500006,2603.90625
130,52,female,161,55,minimal,moderategain,51.08625,45.41,187.31625,1362.3
131,54,female,178,59,low,moderategain,65.56171875,58.27708333333333,240.39296875000002,1748.3125
132,64,female,170,94,high,slightgain,98.42203125,87.48625,360.88078125000004,2624.5875
133,31,female,160,80,medium,extremegain,86.25750000000001,76.67333333333335,316.2775000000001,2300.2000000000003
134,20,female,186,74,veryhigh,slightgain,116.956875,103.96166666666666,428.841875,3118.85
135,18,female,197,51,high,slightloss,96.400546875,85.689375,353.46867187500004,2570.68125
136,22,female,167,59,minimal,slightloss,61.32375,54.51,224.85375000000002,1635.3
137,43,male,193,59,veryhigh,slightloss,113.0203125,100.4625,414.40781250000003,3013.875
138,31,male,176,75,low,moderategain,87.65625,77.91666666666667,321.40625,2337.5
139,56,male,186,54,high,slightloss,92.34140624999999,82.08125,338.58515625,2462.4375
140,44,male,197,71,veryhigh,extremegain,122.9953125,109.32916666666667,450.9828125,3279.875
141,26,female,161,53,high,slightgain,80.552109375,71.601875,295.35773437500006,2148.05625
142,32,female,172,83,low,extremeloss,81.675,72.6,299.475,2178.0
143,32,female,183,56,high,slightloss,89.446640625,79.508125,327.97101562500006,2385.24375
144,43,male,187,99,minimal,moderateloss,87.69375,77.94999999999999,321.54375000000005,2338.5
145,59,male,172,66,veryhigh,slightgain,102.95625,91.51666666666667,377.50625,2745.5
146,30,male,174,60,veryhigh,weightmaintenance,109.903125,97.69166666666666,402.97812500000003,2930.75
147,49,female,153,99,veryhigh,extremeloss,109.7428125,97.54916666666666,402.3903125,2926.475
148,56,male,179,57,high,slightgain,91.451953125,81.290625,335.32382812500003,2438.71875
149,49,female,179,77,low,slightloss,76.454296875,67.959375,280.332421875,2038.78125
150,21,male,162,93,high,moderategain,119.18671875,105.94375,437.01796875,3178.3125
151,47,female,191,82,high,extremegain,104.648203125,93.020625,383.71007812500005,2790.61875
152,54,male,198,74,veryhigh,moderateloss,122.015625,108.45833333333333,447.39062500000006,3253.75
153,40,female,163,70,low,weightmaintenance,70.008984375,62.23020833333333,256.699609375,1866.90625
154,56,male,196,61,medium,extremeloss,90.675,80.6,332.475,2418.0
155,62,male,157,75,low,slightloss,73.541015625,65.36979166666667,269.650390625,1961.09375
156,32,female,173,78,high,slightgain,99.634921875,88.564375,365.32804687500004,2656.93125
157,60,female,167,87,minimal,slightgain,65.37375,58.11,239.70375,1743.3
158,46,male,184,84,low,extremeloss,91.0078125,80.89583333333333,333.6953125,2426.875
159,53,female,174,86,veryhigh,moderateloss,108.406875,96.36166666666666,397.491875,2890.85
160,30,male,166,95,minimal,moderategain,82.9125,73.69999999999999,304.01250000000005,2211.0
161,49,female,181,93,medium,extremegain,96.21140625000001,85.52125000000001,352.77515625000007,2565.6375000000003
162,24,male,173,94,medium,slightloss,110.80078125,98.48958333333333,406.26953125000006,2954.6875
163,39,female,156,94,minimal,extremeloss,70.155,62.36,257.235,1870.8
164,45,male,162,78,medium,extremeloss,91.4015625,81.24583333333334,335.1390625,2437.375
165,19,male,176,98,minimal,slightgain,89.55,79.6,328.35,2388.0
166,59,male,197,73,high,extremeloss,108.10898437499999,96.096875,396.399609375,2882.90625
167,62,female,154,64,minimal,weightmaintenance,50.9175,45.26,186.69750000000002,1357.8
168,23,male,185,55,high,weightmaintenance,103.25742187499999,91.784375,378.610546875,2753.53125
169,45,female,175,81,veryhigh,slightloss,108.1396875,96.12416666666667,396.51218750000004,2883.725
170,45,female,191,93,veryhigh,extremeloss,123.81468749999999,110.05749999999999,453.9871875,3301.725
171,61,female,194,83,medium,slightgain,91.63406250000001,81.45250000000001,335.99156250000004,2443.5750000000003
172,61,male,180,85,minimal,moderategain,75.375,67.0,276.375,2010.0
173,37,female,159,69,high,slightloss,86.535703125,76.920625,317.29757812500003,2307.61875
174,47,female,195,61,veryhigh,moderateloss,102.08343749999999,90.74083333333333,374.3059375,2722.225
175,28,female,175,84,veryhigh,slightgain,116.33343749999999,103.40749999999998,426.5559375,3102.225
176,45,male,171,98,veryhigh,moderateloss,130.2984375,115.82083333333334,477.7609375,3474.625
177,42,female,161,87,medium,slightloss,87.49265625000001,77.77125000000001,320.80640625000007,2333.1375000000003
178,56,female,181,66,veryhigh,weightmaintenance,96.20531249999999,85.51583333333332,352.7528125,2565.475
179,50,female,176,76,low,slightgain,74.7140625,66.4125,273.9515625,1992.375
180,18,female,182,66,medium,moderategain,89.89031250000001,79.9025,329.5978125000001,2397.0750000000003
181,44,male,169,60,minimal,slightgain,64.85625,57.650000000000006,237.80625,1729.5
182,30,male,188,88,low,slightloss,98.484375,87.54166666666667,361.10937500000006,2626.25
183,58,female,190,51,medium,slightgain,72.4528125,64.40249999999999,265.66031250000003,1932.075
184,20,female,189,51,medium,slightgain,83.13328125000001,73.89625000000001,304.82203125000007,2216.8875000000003
185,56,female,162,78,high,slightloss,87.42515625,77.71125,320.55890625000006,2331.3375
186,23,female,163,94,low,extremegain,86.766796875,77.12604166666667,318.144921875,2313.78125
187,25,male,193,73,low,extremeloss,93.650390625,83.24479166666667,343.384765625,2497.34375
188,44,male,189,73,low,slightloss,87.462890625,77.74479166666667,320.697265625,2332.34375
189,26,male,171,65,veryhigh,slightgain,113.5546875,100.9375,416.36718750000006,3028.125
190,54,male,167,80,veryhigh,moderategain,112.48593749999999,99.9875,412.4484375,2999.625
191,50,female,197,98,minimal,moderategain,81.01124999999999,72.00999999999999,297.04125,2160.2999999999997
192,59,female,178,92,minimal,slightloss,70.9425,63.059999999999995,260.1225,1891.8
193,61,male,192,58,minimal,slightgain,66.6,59.199999999999996,244.20000000000002,1776.0
194,41,male,165,76,veryhigh,moderateloss,113.37656249999999,100.77916666666665,415.7140625,3023.375
195,32,female,195,90,high,moderateloss,116.29195312499999,103.37062499999999,426.4038281250001,3101.11875
196,49,female,184,63,minimal,weightmaintenance,61.83,54.96,226.71,1648.8
197,49,female,183,94,medium,extremegain,97.51921875000001,86.68375,357.5704687500001,2600.5125000000003
198,41,female,152,74,veryhigh,slightloss,94.335,83.85333333333332,345.89500000000004,2515.6
199,58,female,153,92,high,slightloss,92.195859375,81.951875,338.05148437500003,2458.55625
200,29,male,154,93,medium,moderateloss,101.8640625,90.54583333333333,373.50156250000003,2716.375
201,56,male,159,71,medium,moderateloss,83.04609375,73.81875,304.50234375,2214.5625
202,19,female,178,84,veryhigh,moderateloss,120.87562499999999,107.445,443.21062500000005,3223.35
203,20,female,181,82,low,moderategain,87.153515625,77.46979166666667,319.562890625,2324.09375
204,54,male,180,76,high,moderategain,104.79375,93.15,384.24375000000003,2794.5
205,34,female,151,89,veryhigh,weightmaintenance,107.0709375,95.17416666666666,392.5934375,2855.225
206,19,male,161,75,low,weightmaintenance,85.916015625,76.36979166666667,315.025390625,2291.09375
207,19,male,176,68,veryhigh,extremeloss,120.4125,107.03333333333333,441.51250000000005,3211.0
208,45,male,154,94,veryhigh,moderategain,119.878125,106.55833333333334,439.553125,3196.75
209,40,male,186,88,medium,slightloss,107.3859375,95.45416666666667,393.7484375,2863.625
210,54,female,176,94,veryhigh,weightmaintenance,114.64125,101.90333333333334,420.35125,3057.1
211,49,female,172,75,low,slightgain,73.1671875,65.0375,268.2796875,1951.125
212,50,male,182,55,medium,slightloss,83.84531249999999,74.52916666666665,307.4328125,2235.875
213,18,female,153,52,low,extremeloss,63.176953125,56.157291666666666,231.64882812500002,1684.71875
214,36,female,170,55,low,moderateloss,65.56171875,58.27708333333333,240.39296875000002,1748.3125
215,19,female,173,77,medium,extremeloss,92.72390625000001,82.42125000000001,339.98765625000004,2472.6375000000003
216,61,female,193,52,low,slightloss,64.981640625,57.76145833333333,238.26601562500002,1732.84375
217,43,male,180,62,minimal,moderateloss,69.075,61.400000000000006,253.27500000000003,1842.0
218,49,female,193,62,veryhigh,extremeloss,101.19281249999999,89.94916666666666,371.0403125,2698.475
219,23,male,197,62,medium,extremeloss,101.21015625,89.96458333333334,371.10390625,2698.9375
220,49,male,173,50,medium,slightloss,77.96015625,69.29791666666667,285.85390625,2078.9375
221,21,female,198,89,minimal,weightmaintenance,83.76749999999998,74.45999999999998,307.1475,2233.7999999999997
222,28,male,159,86,minimal,slightgain,77.34375,68.75,283.59375,2062.5
223,34,female,198,80,minimal,extremeloss,76.79249999999999,68.25999999999999,281.5725,2047.8
224,55,female,198,66,minimal,slightgain,65.7675,58.46,241.1475,1753.8
225,41,male,199,58,high,moderategain,105.036328125,93.365625,385.133203125,2800.96875
226,22,female,151,94,medium,moderategain,93.74109375,83.32541666666667,343.71734375000005,2499.7625000000003
227,51,male,180,62,low,slightloss,77.0859375,68.52083333333333,282.6484375,2055.625
228,23,male,174,86,medium,extremegain,106.8046875,94.9375,391.61718750000006,2848.125
229,39,female,153,63,medium,slightloss,71.50828125,63.562916666666666,262.19703125,1906.8875
230,28,female,160,60,medium,extremegain,75.504375,67.115,276.849375,2013.45
231,33,female,166,74,minimal,extremegain,65.3175,58.059999999999995,239.4975,1741.8
232,50,male,193,80,minimal,extremegain,79.25625,70.44999999999999,290.60625000000005,2113.5
233,26,female,151,63,high,weightmaintenance,82.977890625,73.758125,304.25226562500006,2212.74375
234,23,male,155,56,medium,extremegain,82.46484375,73.30208333333333,302.37109375,2199.0625
235,33,male,158,73,veryhigh,moderateloss,110.971875,98.64166666666667,406.896875,2959.25
236,46,female,154,98,high,slightgain,100.36265625,89.21125,367.99640625000006,2676.3375
237,20,female,169,85,minimal,extremeloss,74.03625,65.81,271.46625,1974.3
238,37,female,178,91,medium,moderateloss,97.44656250000001,86.61916666666667,357.30406250000004,2598.5750000000003
239,53,male,170,91,minimal,moderategain,77.0625,68.5,282.5625,2055.0
240,36,female,158,96,low,moderategain,82.83515625,73.63125,303.72890625,2208.9375
241,43,male,177,93,minimal,slightgain,82.18124999999999,73.05,301.33125,2191.5
242,20,female,157,90,minimal,slightgain,72.91125,64.81,267.34125,1944.3
243,36,female,180,52,high,extremegain,84.3525,74.98,309.2925,2249.4
244,37,male,169,96,low,moderateloss,94.681640625,84.16145833333333,347.166015625,2524.84375
245,49,male,176,93,veryhigh,moderateloss,127.5375,113.36666666666666,467.63750000000005,3401.0
246,24,female,157,75,veryhigh,weightmaintenance,103.33031249999999,91.84916666666666,378.8778125,2755.475
247,58,female,170,96,veryhigh,extremeloss,111.969375,99.52833333333334,410.554375,2985.85
248,50,female,177,75,medium,extremeloss,84.00515625000001,74.67125000000001,308.01890625000004,2240.1375000000003
249,57,female,172,50,veryhigh,extremeloss,80.44125,71.50333333333333,294.95125,2145.1
250,56,female,155,64,medium,extremegain,67.87546875,60.333749999999995,248.87671875000004,1810.0125
251,35,male,152,60,minimal,moderategain,62.099999999999994,55.199999999999996,227.70000000000002,1656.0
252,57,male,154,86,veryhigh,moderategain,109.903125,97.69166666666666,402.97812500000003,2930.75
253,18,male,158,56,high,moderateloss,94.60546875,84.09375,346.88671875,2522.8125
254,28,male,156,61,low,weightmaintenance,74.765625,66.45833333333333,274.140625,1993.75
255,45,female,153,87,low,slightloss,74.262890625,66.01145833333334,272.297265625,1980.34375
256,42,male,188,52,minimal,weightmaintenance,67.05,59.599999999999994,245.85000000000002,1788.0
257,40,male,154,91,low,moderategain,86.49609375,76.88541666666667,317.15234375,2306.5625
258,48,male,160,75,low,extremegain,78.1171875,69.4375,286.4296875,2083.125
259,47,female,164,79,minimal,moderateloss,63.855,56.76,234.13500000000002,1702.8
260,59,male,183,81,minimal,weightmaintenance,74.86874999999999,66.55,274.51875,1996.5
261,52,female,162,85,minimal,moderateloss,64.86749999999999,57.66,237.84750000000003,1729.8
262,24,male,197,94,high,slightgain,133.013671875,118.234375,487.71679687500006,3547.03125
263,33,female,156,86,minimal,slightgain,67.905,60.36,248.985,1810.8
264,43,male,189,67,minimal,slightloss,73.85625,65.65,270.80625000000003,1969.5
265,19,female,155,50,minimal,moderategain,54.57375,48.51,200.10375000000002,1455.3
266,18,male,188,70,veryhigh,extremegain,127.5375,113.36666666666666,467.63750000000005,3401.0
267,29,female,199,77,veryhigh,slightgain,121.67718749999999,108.15749999999998,446.1496875,3244.725
268,22,female,179,97,high,slightloss,117.585703125,104.520625,431.14757812500005,3135.61875
269,54,male,171,65,high,extremeloss,94.039453125,83.59062499999999,344.81132812500005,2507.71875
270,49,female,174,97,low,moderateloss,85.15546875,75.69375,312.23671875,2270.8125
271,26,female,177,77,veryhigh,extremegain,112.9490625,100.39916666666666,414.1465625,3011.975
272,58,male,169,71,high,extremeloss,95.818359375,85.171875,351.333984375,2555.15625
273,52,male,188,68,high,extremeloss,103.5,92.0,379.50000000000006,2760.0
274,36,female,152,97,low,slightloss,81.4171875,72.37083333333334,298.5296875,2171.125
275,33,male,154,50,minimal,moderateloss,58.6125,52.099999999999994,214.91250000000002,1563.0
276,20,male,150,80,medium,slightloss,95.47031249999999,84.8625,350.0578125,2545.875
277,37,male,164,91,low,weightmaintenance,90.4921875,80.4375,331.8046875,2413.125
278,41,female,175,83,medium,extremeloss,90.54421875000001,80.48375000000001,331.99546875000004,2414.5125000000003
279,50,female,152,95,low,moderateloss,76.7765625,68.24583333333334,281.5140625,2047.375
280,41,female,189,89,low,extremeloss,87.926953125,78.15729166666667,322.398828125,2344.71875
281,28,female,190,55,minimal,weightmaintenance,64.6425,57.46,237.0225,1723.8
282,25,female,196,77,high,moderategain,110.5509375,98.2675,405.35343750000004,2948.025
283,53,female,191,52,veryhigh,weightmaintenance,91.75218749999999,81.55749999999999,336.4246875,2446.725
284,55,female,183,80,low,moderategain,77.743359375,69.10520833333334,285.058984375,2073.15625
285,57,male,154,65,minimal,moderateloss,59.9625,53.3,219.8625,1599.0
286,37,female,180,66,medium,moderateloss,83.64187500000001,74.34833333333334,306.68687500000004,2230.4500000000003
287,52,female,162,93,high,extremegain,98.42203125,87.48625,360.88078125000004,2624.5875
288,42,male,192,76,low,weightmaintenance,90.4921875,80.4375,331.8046875,2413.125
289,52,male,150,73,medium,extremeloss,82.1015625,72.97916666666667,301.0390625,2189.375
290,42,male,171,69,low,slightgain,80.115234375,71.21354166666667,293.755859375,2136.40625
291,46,female,164,81,veryhigh,extremeloss,102.88499999999999,91.45333333333332,377.245,2743.6
292,35,male,175,84,veryhigh,slightgain,125.6671875,111.70416666666667,460.7796875,3351.125
293,63,female,167,62,high,slightloss,76.832578125,68.295625,281.71945312500003,2048.86875
294,35,female,197,97,medium,moderateloss,108.41765625000001,96.37125,397.5314062500001,2891.1375000000003
295,19,female,158,92,veryhigh,weightmaintenance,117.66937499999999,104.59499999999998,431.454375,3137.85
296,52,male,150,69,minimal,slightloss,61.762499999999996,54.9,226.4625,1647.0
297,33,male,192,97,high,extremeloss,130.021875,115.57499999999999,476.74687500000005,3467.25
298,58,female,158,51,low,slightgain,53.96015625,47.96458333333333,197.85390625000002,1438.9375
299,53,female,172,53,medium,moderategain,68.529375,60.915,251.27437500000002,1827.45
300,50,female,192,76,medium,moderateloss,90.03562500000001,80.03166666666668,330.13062500000007,2400.9500000000003
301,21,male,194,74,minimal,slightgain,83.3625,74.1,305.6625,2223.0
302,50,female,151,53,veryhigh,extremeloss,75.72093749999999,67.30749999999999,277.6434375,2019.225
303,31,male,163,81,medium,extremegain,97.57734375,86.73541666666667,357.78359375,2602.0625
304,38,female,187,66,minimal,extremeloss,66.49875,59.11,243.82875,1773.3
305,37,male,189,50,minimal,weightmaintenance,67.55624999999999,60.04999999999999,247.70625,1801.5
306,25,female,167,82,low,slightloss,81.352734375,72.31354166666667,298.293359375,2169.40625
307,24,male,165,79,minimal,moderateloss,76.78125,68.25,281.53125,2047.5
308,20,male,178,54,high,weightmaintenance,100.75078125,89.55625,369.41953125000003,2686.6875
309,34,male,193,61,medium,slightgain,95.97890625,85.31458333333333,351.92265625000005,2559.4375
310,50,male,160,87,high,extremegain,105.1171875,93.4375,385.42968750000006,2803.125
311,29,male,155,81,minimal,slightloss,73.74374999999999,65.55,270.39375,1966.5
312,39,male,152,87,minimal,moderateloss,73.35,65.19999999999999,268.95000000000005,1956.0
313,39,female,163,66,high,slightgain,85.565390625,76.058125,313.739765625,2281.74375
314,63,female,151,94,low,moderateloss,72.587109375,64.521875,266.152734375,1935.65625
315,47,female,181,89,minimal,moderateloss,73.13624999999999,65.00999999999999,268.16625,1950.3
316,55,female,180,81,high,moderategain,96.9665625,86.1925,355.54406250000005,2585.775
